Title,Release Year,Distributor,Production,Longitude,Latitude
Time After Time,1979,Columbia Broadcasting System (CBS),Orion Pictures Corp.,-122.439016,37.8066961
Chance- Season 1 ep108,2016,HULU,TVM Productions,-122.4104443,37.7923897
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.4107118,37.7529598
Cardinal X,2015,,Fire Horse Film Productions LLC,-122.3897866,37.7318065
The Last Black Man in San Francisco,2019,A24,"LBMISF, LLC",-122.3722183,37.729848
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.4073781,37.7955382
San Andreas,2015,Warner Bros.,"Upside Down Productions, Inc.",-122.4055295,37.7980264
Chance- Season 1 ep107,2016,HULU,TVM Productions,-122.4202133,37.74557
Greed,1924,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),-122.4066034,37.7901055
DEVS,2020,FX Network,Minim Productions,-122.434819,37.7763694
Star Trek IV: The Voyage Home,1986,Paramount Pictures,Paramount Pictures,-122.4075139,37.7879358
Pal Joey,1957,Columbia Pictures,Columbia Pictures Corporation,-122.4058222,37.8023949
Bullitt,1968,Warner Brothers,Warner Brothers / Seven Arts Seven Arts,-122.4143275,37.80077
Alcatraz,2012,Warner Bros. Television,Bonanza Productions Inc.,-122.41522,37.80389
Sweet November,2001,Warner Bros. Pictures,Warner Bros. Pictures,-122.4011537,37.7904462
Experiment in Terror,1962,Columbia Pictures,Columbia Pictures Corporation,-122.4019339,37.7891228
The House on Telegraph Hill,1951,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,-122.4045546,37.8004678
Time After Time,1979,Columbia Broadcasting System (CBS),Orion Pictures Corp.,-122.4017754,37.8012634
Hereafter,2010,Warner Bros. Pictures,GT Films,-122.4126874,37.7932852
"Looking ""Special""",2016,HBO,"Mission Street Productions, LLC",-122.4125282,37.8085771
Herbie Rides Again,1974,Buena Vista Distribution,Walt Disney Productions,-122.4785598,37.8199109
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.4484231,37.8029308
Red Widow,2013,American Broadcasting Company (ABC),Beyond Pix,-122.4135852,37.7970672
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.4160215,37.7647319
"Murder in the First, Season 2",2015,Turner Network Television (TNT),Turner North Center Productions,-122.4014061,37.7665652
Americana,2015,,Sutro Films LLC,-122.4117295,37.7327965
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.4092959,37.7860081
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.4348896,37.762326
The Bachelor,1999,New Line Cinema,George Street Pictures,-122.4012865,37.791857
Nine Months,1995,Twentieth Century Fox Film Corp.,1492 Pictures,-122.4040755,37.7991868
San Francisco,1936,Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,-122.4192417,37.779275
The Presidio,1988,Paramount Pictures,Paramount Pictures,-122.3936136,37.7954425
Terminator - Genisys,2015,Paramount Pictures,T5 Productions LLC,-122.4071818,37.7903836
Looking Season 2 ep 205,2015,HBO,"Mission Street Productions, LLC",-122.4108803,37.7536763
Shang-Chi and the Legend of the Ten Rings,2021,Disney/Marvel,Freelance Restorations LLC,-122.4071818,37.7903836
Chan is Missing,1982,New Yorker Films,New Yorker Films,-122.406882,37.795288
The Matrix Resurrections,2021,Warner Brothers,"Adobe Pictures, Inc.",-122.4014027,37.7928972
Petulia,1968,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,-122.4100923,37.7923883
George of the Jungle,1997,Buena Vista Pictures,Walt Disney Pictures,-122.4061984,37.7873324
Looking Season 2 ep 204,2015,HBO,"Mission Street Productions, LLC",-122.4403648,37.7163236
"Smile Again, Jenny Lee",2015,,Carlo Caldana/Marguery Films,-122.463907,37.7852603
Venom,2018,"Columbia Pictures, Sony Pictures Releasing","L.O.Z. Productions, Inc.",-122.4028042,37.7928629
"Looking ""Special""",2016,HBO,"Mission Street Productions, LLC",-122.4064031,37.7934259
Terminator - Genisys,2015,Paramount Pictures,T5 Productions LLC,-122.421227,37.7848742
A Man on The Inside,2024,Netflix,"NBCUniversal Media, LLC",-122.4143334,37.7912071
Woman on the Run,1950,Universal Pictures,Fidelity Pictures Corporation,-122.4058703,37.7940098
Parks and Recreation,2014,"NBC Universal Media, LLC","NBC Universal Media, LLC",-122.4168378,37.779593
GirlBoss,2017,Netflix,"Hippolyta Productions, LLC",-122.392975,37.7932194
Tales of the City,2019,Netflix,Universal Television LLC,-122.4099386,37.7987411
Shadow of the Thin Man,1941,Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,-122.3648992,37.8102258
Tales of the City,2019,Netflix,Universal Television LLC,-122.420591,37.762998
Looking Season 2 ep 202,2015,HBO,"Mission Street Productions, LLC",-122.3998823,37.7754094
Milk,2008,Focus Features,Focus Features,-122.433214,37.769551
Venom,2018,"Columbia Pictures, Sony Pictures Releasing","L.O.Z. Productions, Inc.",-122.4007361,37.7582806
Venom,2018,"Columbia Pictures, Sony Pictures Releasing","L.O.Z. Productions, Inc.",-122.4142543,37.7855844
Need For Speed,2014,Walt Disney Studios Motion Pictures,"Need For Speed Productions, LLC",-122.4093615,37.7838174
Chance Season 2,2017,Hulu,TVM Productions Inc.,-122.3895614,37.7904588
Fremont,2023,Music Box Films,Fremont The Movie LLC,-122.40511,37.794238
Burglar,1987,Warner Bros. Pictures,Warner Bros. Pictures,-122.4492093,37.7695853
Petulia,1968,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,-122.4133446,37.8092691
Magnum Force,1973,Warner Bros. Pictures,The Malpaso Company,-122.4291933,37.7925954
Jade,1995,Paramount Pictures,Paramount Pictures,-122.4093401,37.8002488
Hulk,2003,Universal Pictures,Universal Pictures,-122.4785598,37.8199109
Chance - Season 1 Pilot,2016,HULU,TVM Productions,-122.4003253,37.777434
Chance- Season 1 ep104,2016,HULU,TVM Productions,-122.4043399,37.7668332
Basic Instinct,1992,TriStar Pictures,Carolco Pictures,-122.4048082,37.7944675
Super Pumped: The Battle for Uber,2022,Showtime,Possible Productions,-122.4212203,37.7735081
Americana,2015,,Sutro Films LLC,-122.4548745,37.7475379
Joy Luck Club,1993,National Broadcasting Company (NBC),Hollywood Pictures,-122.4143318,37.7442142
The Sweetest Thing,2002,Columbia Pictures,Columbia Pictures Corp.,-122.5300777,37.8451837
Bullitt,1968,Warner Brothers,Warner Brothers / Seven Arts Seven Arts,-122.4214673,37.8027288
The Game,1997,Polygram Filmed Entertainment,Polygram Filmed Entertainment,-122.4021715,37.792255
The Last Black Man in San Francisco,2019,A24,"LBMISF, LLC",-122.3739081,37.7309506
Maxie,1985,Orion Pictures Corporation,Elsboy Entertainment,-122.4133739,37.7918593
Bitter Melon,2018,"ABS-CBN, Gravitas Ventures",Bitter Melon Film LLC/Mammoth Pictures,-122.4237983,37.7646471
Quitters,2015,,"Frederick & Ashbury, LLC.",-122.4510878,37.7865377
The Matrix Resurrections,2021,Warner Brothers,"Adobe Pictures, Inc.",-122.3908828,37.7938381
Cardinal X,2015,,Fire Horse Film Productions LLC,-122.3912528,37.7291974
Age of Adaline,2015,,Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment,-122.4036859,37.7972387
Chance Season 2,2017,Hulu,TVM Productions Inc.,-122.43638,37.79219
Sense8 - Season 2,2016,Netflix,"Unpronounceable Productions, LLC",-122.4035525,37.802115
Woman on the Run,1950,Universal Pictures,Fidelity Pictures Corporation,-122.428818,37.787744
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.412038,37.806666
Greed,1924,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),-122.5137962,37.7783123
Nine Months,1995,Twentieth Century Fox Film Corp.,1492 Pictures,-122.4118164,37.7817894
Basic Instinct,1992,TriStar Pictures,Carolco Pictures,-122.40544,37.7975692
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.4137716,37.7980325
Foul Play,1978,Paramount Pictures,Paramount Pictures,-122.4071883,37.7850758
Ant-Man,2015,Walt Disney Studios Motion Pictures,"PYM Particles Productions, LLC",-122.4978296,37.8281673
Pal Joey,1957,Columbia Pictures,Columbia Pictures Corporation,-122.4275027,37.7927092
Looking Season 2 ep 202,2015,HBO,"Mission Street Productions, LLC",-122.443956,37.7669343
Tales of the City,2019,Netflix,Universal Television LLC,-122.4075285,37.7998307
The Conversation,1974,Paramount Pictures,American Zoetrope,-122.4082762,37.788468
D.O.A,1950,United Artists,Cardinal Pictures,-122.4103924,37.7915528
Women is Losers,2020,,Look at the Moon Pictures,-122.4124936,37.7518067
Dirty Harry,1971,Warner Brothers,The Malpaso Company,-122.4101808,37.8016649
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.3976317,37.7935159
Foul Play,1978,Paramount Pictures,Paramount Pictures,-122.47709,37.8106117
Dream for an Insomniac,1996,Columbia TriStar Home Video,Triton Productions,-122.4214116,37.7625064
Chance- Season 1 ep106,2016,HULU,TVM Productions,-122.4044379,37.7977448
Bicentennial Man,1999,Buena Vista Pictures,1492 Pictures,-122.4327231,37.7760676
Pushing Dead,2016,TBD,"Pushing Dead , LLC",-122.4415263,37.7750336
Steve Jobs,2015,Universal Pictures,RDF Productions LLC,-122.4093236,37.7920732
Swingin' Along,1961,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,-122.4101022,37.7965074
Chance - Season 1 Pilot,2016,HULU,TVM Productions,-122.4102389,37.7730283
A Taiwanese Tale of Two Cities,2018,Netflix,Envision Productions Inc.,-122.4347365,37.7619917
"Smile Again, Jenny Lee",2015,,Carlo Caldana/Marguery Films,-122.4644622,37.7401995
Boys and Girls,2000,Dimension Films,Punch 21 Productions,-122.4230122,37.8266636
The House on Telegraph Hill,1951,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,-122.4052612,37.8009425
The Diary of a Teenage Girl,2015,Sony Pictures Classics,"Diary the Movie, LLC",-122.4233722,37.7794028
Star Trek IV: The Voyage Home,1986,Paramount Pictures,Paramount Pictures,-122.4055929,37.7972383
Milk,2008,Focus Features,Focus Features,-122.4324936,37.7737605
Ant-Man,2015,Walt Disney Studios Motion Pictures,"PYM Particles Productions, LLC",-122.443956,37.7669343
180,2011,,SPI Cinemas,-122.3952007,37.7951195
Cardinal X,2015,,Fire Horse Film Productions LLC,-122.4474995,37.7994009
GirlBoss,2017,Netflix,"Hippolyta Productions, LLC",-122.4483557,37.7700404
The Last Black Man in San Francisco,2019,A24,"LBMISF, LLC",-122.4093311,37.7241943
A Man on The Inside,2024,Netflix,"Universal Television, LLC",-122.4000447,37.8023368
Bullitt,1968,Warner Brothers,Warner Brothers / Seven Arts Seven Arts,-122.4106579,37.7931077
Sense8,2015,Netflix,"Unpronounceable Productions, LLC",-122.4099386,37.7987411
GirlBoss,2017,Netflix,"Hippolyta Productions, LLC",-122.4159684,37.8093037
Etruscan Smile,2017,TBD,"Po Valley Productions, LLC",-122.4342051,37.7895492
Sense8 - Season 2,2016,Netflix,"Unpronounceable Productions, LLC",-122.4347365,37.7619917
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.404479,37.7979773
"Murder in the First, Season 3",2016,Turner Network Television (TNT),Turner North Center Productions,-122.4007918,37.7586336
Golden Gate,1994,The Samuel Goldwyn Company,American Playhouse Theatrical Films,-122.4785598,37.8199109
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.4065591,37.7821773
Invasion of the Body Snatchers,1978,United Artists,Solofilm,-122.4038587,37.8025889
A Man on The Inside,2024,Netflix,"Universal Television, LLC",-122.4484231,37.8029308
Looking Season 2 ep 208,2015,HBO,"Mission Street Productions, LLC",-122.411015,37.7746
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.4052612,37.8009425
Burglar,1987,Warner Bros. Pictures,Warner Bros. Pictures,-122.4660947,37.7698646
Dreams,2025,The Match Factory GmbH,Suenos Productions LLC,-122.4457286,37.7705022
The Princess Diaries,2001,Buena Vista Pictures,Walt Disney Pictures,-122.483638,37.7935724
"Murder in the First, Season 1",2014,Turner Network Television (TNT),Turner North Center Productions,-122.420435,37.8049024
"Play it Again, Sam",1972,Paramount Pictures,Paramount Pictures,-122.5066205,37.762493
On the Road,2012,IFC Films & Sundance Selects,SPAD Films,-122.4000696,37.7544983
Interview With The Vampire,1994,Geffen Pictures,Geffen Pictures,-122.4494007,37.715701
Chance- Season 1 ep110,2016,HULU,TVM Productions,-122.5137962,37.7783123
Chance- Season 1 ep109,2016,HULU,TVM Productions,-122.4135414,37.7812278
Sudden Impact,1983,Warner Bros. Pictures,Warner Bros. Pictures,-122.5094898,37.779894
Foul Play,1978,Paramount Pictures,Paramount Pictures,-122.4190547,37.790802
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.4157997,37.8082387
So I Married an Axe Murderer,1993,TriStar Pictures,TriStar Pictures,-122.4018208,37.8034649
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.51365,37.7804444
Dreams,2025,The Match Factory GmbH,Suenos Productions LLC,-122.430482,37.800886
A Man on The Inside,2024,Netflix,"NBCUniversal Media, LLC",-122.4362179,37.7968371
Nine Months,1995,Twentieth Century Fox Film Corp.,1492 Pictures,-122.4033423,37.7960838
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.4080903,37.784
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.4791515,37.780586
Star Trek II : The Wrath of Khan,1982,Paramount Pictures,Paramount Pictures,-122.482977,37.7689203
"Looking ""Special""",2016,HBO,"Mission Street Productions, LLC",-122.4200354,37.7909005
Venom: Let There Be Carnage,2021,Sony Pictures,SM Film Productions,-122.4036859,37.7972387
Venom: Let There Be Carnage,2021,Sony Pictures,SM Film Productions,-122.4092678,37.7814095
Women is Losers,2020,,Look at the Moon Pictures,-122.4016749,37.7527439
"Murder in the First, Season 1",2014,Turner Network Television (TNT),Turner North Center Productions,-122.405222,37.79717
Nine Months,1995,Twentieth Century Fox Film Corp.,1492 Pictures,-122.4043707,37.8018125
Vertigo,1958,Paramount Pictures,Alfred J. Hitchcock Productions,-122.4242093,37.7823818
Sudden Impact,1983,Warner Bros. Pictures,Warner Bros. Pictures,-122.4533333,37.7383333
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.401109,37.7894171
The Diary of a Teenage Girl,2015,Sony Pictures Classics,"Diary the Movie, LLC",-122.444892,37.7888519
Time After Time,1979,Columbia Broadcasting System (CBS),Orion Pictures Corp.,-122.405629,37.7555919
Pacific Heights,1990,Twentieth Century Fox Film Corporation,Morgan Creek Productions,-122.3954651,37.7613763
Chance- Season 1 ep110,2016,HULU,TVM Productions,-122.4635386,37.7244513
The Rock,1996,Buena Vista Pictures,Hollywood Pictures,-122.4192417,37.779275
Chance- Season 1 ep102,2016,HULU,TVM Productions,-122.4117454,37.7963017
Steve Jobs,2015,Universal Pictures,RDF Productions LLC,-122.4066034,37.7901055
Looking Season 2 ep 208,2015,HBO,"Mission Street Productions, LLC",-122.4129242,37.7912199
The Matrix Resurrections,2021,Warner Brothers,"Adobe Pictures, Inc.",-122.4021715,37.792255
The Dead Pool,1988,Warner Bros. Pictures,Warner Bros. Pictures,-122.3989553,37.7572313
Foul Play,1978,Paramount Pictures,Paramount Pictures,-122.4046718,37.7993208
Summertime,2015,11 Distribution,"Creative Monster Productions, Inc.",-122.4035729,37.7892748
Getting Even with Dad,1994,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),-122.3978612,37.7995205
Chance - Season 1 Pilot,2016,HULU,TVM Productions,-122.4324448,37.770314
Looking Season 2 ep 210,2015,HBO,"Mission Street Productions, LLC",-122.4105336,37.7742157
Looking Season 2 ep 202,2015,HBO,"Mission Street Productions, LLC",-122.4138625,37.7715293
The OA Part II,2019,Netflix,Lunar Mining LLC,-122.4556152,37.7889076
GirlBoss,2017,Netflix,"Hippolyta Productions, LLC",-122.4307999,37.772151
Beautiful Boy,2018,Amazon Studios,Big Indie Pictures,-122.398293,37.752162
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.4065027,37.7951534
DEVS,2020,FX Network,Minim Productions,-122.4126216,37.7422467
The Dead Pool,1988,Warner Bros. Pictures,Warner Bros. Pictures,-122.4352807,37.7791497
Mother,1996,Paramount Pictures,Paramount Pictures,-122.4100923,37.7923883
Godzilla,2014,Warner Bros. Pictures,"Nautilus Productions, LLC",-122.3976317,37.7935159
Dirty Harry,1971,Warner Brothers,The Malpaso Company,-122.4561008,37.7669182
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.4184827,37.77553
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.40451,37.80096
A Smile Like Yours,1997,Paramount Pictures,Paramount Pictures,-122.3816274,37.6191145
Outerlands,2025,Wolfe Video,"Vajra Films, LLC",-122.4689929,37.7825772
Sonic the Hedgehog,2020,Paramount Pictures,"Paramount Overseas Productions, Inc.",-122.400202,37.7878372
Sense8,2015,Netflix,"Unpronounceable Productions, LLC",-122.4125388,37.7590414
Freebie and the Bean,1974,American Broadcasting Company (ABC),Warner Bros. Pictures,-122.4076596,37.7927749
Harold and Maude,1971,Paramount Pictures,Mildred Lewis and Colin Higgins Productions,-122.51365,37.7804444
Edtv,1999,MCA / Universal Pictures,Imagine Entertainment,-122.4183353,37.8006695
"Murder in the First, Season 2",2015,Turner Network Television (TNT),Turner North Center Productions,-122.4022683,37.7747389
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.510734,37.7593921
Ballers Season 3,2017,HBO,"Chori Perros Productions, LLC",-122.4154216,37.7901752
The Love Bug,1968,Buena Vista Distribution,Walt Disney Productions,-122.4033778,37.8040426
Steve Jobs,2015,Universal Pictures,RDF Productions LLC,-122.4205316,37.7795597
Chance- Season 1 ep108,2016,HULU,TVM Productions,-122.4106579,37.7931077
Chance - Season 1 Pilot,2016,HULU,TVM Productions,-122.4346808,37.7696087
The Enforcer,1976,Warner Bros. Pictures,Warner Bros. Pictures,-122.4175336,37.7539175
Basic Instinct,1992,TriStar Pictures,Carolco Pictures,-122.4041754,37.7761709
Parks and Recreation,2014,"NBC Universal Media, LLC","NBC Universal Media, LLC",-122.4056428,37.8018059
Nora Prentiss,1947,Warner Bros. Pictures,Warner Bros. Pictures,-122.4133224,37.7884549
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.41491,37.79596
